TransactionID,Amount,Promo code:,1st installment,2nd,3rd,Payment Date,Payment Date 2nd,Payment Date 3rd,CandID,ManegerID,CourseID,LocationID
TR1677,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200311,MG02,CP01,LC01
TR1678,200000,Kezi01,120000,80000,0,2024-05-08,2024-06-16,NULL,DMCABJMW2200312,MG01,CP01,LC01
TR1679,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200313,MG02,CP01,LC01
TR168,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230169,MG01,CP01,LC02
TR1680,200000,Riri01,200000,0,0,2024-05-09,NULL,NULL,DMCABJMW2200314,MG02,CP01,LC01
TR1681,200000,Riri01,100000,100000,0,2024-05-09,NULL,NULL,DMCABJMW2200315,MG02,CP01,LC01
TR1682,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200316,MG01,CP01,LC01
TR1683,250000,Kezi01,250000,0,0,2024-05-11,NULL,NULL,DMCABJMW2200317,MG01,CP01,LC01
TR1684,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200318,MG01,CP01,LC01
TR1685,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200319,MG02,CP01,LC01
TR1686,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200320,MG01,CP01,LC01
TR1687,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200321,MG01,CP01,LC01
TR1688,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200322,MG02,CP01,LC01
TR1689,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200323,MG01,CP01,LC01
TR169,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230170,MG01,CP01,LC02
TR1690,200000,Kezi01,200000,0,0,2024-05-25,NULL,NULL,DMCABJMW2200324,MG01,CP01,LC01
TR1691,200000,Riri01,110000,0,0,2024-05-29,NULL,NULL,DMCABJMW2200325,MG02,CP01,LC01
TR1692,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200326,MG01,CP01,LC01
TR1693,200000,Kezi01,200000,0,0,2024-05-28,NULL,NULL,DMCABJMW2200327,MG01,CP01,LC01
TR1694,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200328,MG02,CP01,LC01
TR1695,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200329,MG01,CP01,LC01
TR1696,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200330,MG01,CP01,LC01
TR1697,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200331,MG01,CP01,LC01
TR1698,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200332,MG02,CP01,LC01
TR1699,200000,Kezi01,200000,0,0,2024-05-30,NULL,NULL,DMCABJMW2200333,MG01,CP01,LC01
TR17,79000,Referals,40000,39000,0,2021-05-06,NULL,NULL,DMCC23018,MG12,CP01,LC02
TR170,70000,Data Savvy,35000,35000,0,2022-10-12,NULL,NULL,DMCC230171,MG01,CP01,LC02
TR1700,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200334,MG02,CP01,LC01
TR1701,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200335,MG02,CP01,LC01
TR1702,200000,Kezi01,200000,0,0,2024-05-31,NULL,NULL,DMCABJMW2200336,MG01,CP01,LC01
TR1703,200000,Kezi01,100000,100000,0,2024-06-04,NULL,NULL,DMCABJMW2200337,MG01,CP01,LC01
TR1704,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200338,MG02,CP01,LC01
TR1705,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200339,MG02,CP01,LC01
TR1706,200000,Riri01,100000,100000,0,2024-06-04,NULL,NULL,DMCABJMW2200340,MG02,CP01,LC01
TR1707,200000,Riri01,120000,80000,0,2024-06-04,2024-05-07,NULL,DMCABJMW2200341,MG02,CP01,LC01
TR1708,200000,Riri01,120000,80000,0,2024-06-05,2024-06-07,NULL,DMCABJMW2200342,MG02,CP01,LC01
TR1709,300000,Riri01,200000,100000,0,2024-07-03,NULL,NULL,DMCABJMW2200343,MG02,CP01,LC01
TR171,64000,Data Savvy,64000,0,0,2022-10-11,NULL,NULL,DMCC230172,MG01,CP01,LC02
TR1710,200000,Kezi01,100000,100000,0,2024-07-11,2024-08-23,NULL,DMCABJMW2200344,MG01,CP01,LC01
TR1711,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200345,MG01,CP01,LC01
TR1712,0,null,0,0,null,null,NULL,NULL,ABJUIUX23001,MG01,CP03,LC01
TR1713,150000,null,150000,0,null,2023-10-05,NULL,NULL,ABJUIUX23002,MG01,CP03,LC01
TR1714,100000,null,100000,0,null,2023-10-07,NULL,NULL,ABJUIUX23003,MG01,CP03,LC01
TR1715,100000,null,100000,0,null,2023-10-07,NULL,NULL,ABJUIUX23004,MG01,CP03,LC01
TR1716,0,null,0,0,null,null,NULL,NULL,ABJUIUX23005,MG01,CP03,LC01
TR1717,0,null,0,0,null,null,NULL,NULL,ABJUIUX23006,MG01,CP03,LC01
TR1718,0,null,0,0,null,null,NULL,NULL,ABJUIUX23007,MG01,CP03,LC01
TR1719,0,null,0,0,null,null,NULL,NULL,ABJUIUX23008,MG01,CP03,LC01
TR172,64000,Data Savvy,50000,0,0,2022-10-15,NULL,NULL,DMCC230173,MG01,CP01,LC02
TR1720,0,null,0,0,null,null,NULL,NULL,ABJUIUX23009,MG01,CP03,LC01
TR1721,0,null,0,0,null,null,NULL,NULL,ABJUIUX230010,MG01,CP03,LC01
TR1722,0,null,0,0,null,null,NULL,NULL,ABJUIUX230011,MG01,CP03,LC01
TR1723,0,null,0,0,null,null,NULL,NULL,ABJUIUX230012,MG01,CP03,LC01
TR1724,150000,null,150000,0,null,2023-11-02,NULL,NULL,ABJUIUX230013,MG01,CP03,LC01
TR1725,0,null,0,0,null,null,NULL,NULL,ABJUIUX230014,MG01,CP03,LC01
TR1726,0,null,0,0,null,null,NULL,NULL,ABJUIUX230015,MG01,CP03,LC01
TR1727,150000,null,100000,0,null,2023-11-11,NULL,NULL,ABJUIUX230016,MG01,CP03,LC01
TR1728,0,null,0,0,null,null,NULL,NULL,ABJUIUX230017,MG01,CP03,LC01
TR1729,0,null,0,0,null,null,NULL,NULL,ABJUIUX230018,MG01,CP03,LC01
TR173,55000,Data Savvy,55000,0,0,2022-10-12,NULL,NULL,DMCC230174,MG01,CP01,LC02
TR1730,0,null,0,0,null,null,NULL,NULL,ABJUIUX230019,MG01,CP03,LC01
TR1731,120000,null,120000,0,null,2023-11-27,NULL,NULL,ABJUIUX230020,MG01,CP03,LC01
TR1732,150000,null,80000,70000,null,2024-01-01,NULL,NULL,ABJUIUX230021,MG01,CP03,LC01
TR1733,0,null,0,0,null,null,NULL,NULL,ABJUIUX230022,MG02,CP03,LC01
TR1734,120000,null,120000,0,null,2023-12-01,NULL,NULL,ABJUIUX230023,MG01,CP03,LC01
TR1735,0,null,0,0,null,null,NULL,NULL,ABJUIUX230024,MG02,CP03,LC01
TR1736,120000,null,120000,0,null,2023-12-11,NULL,NULL,ABJUIUX230025,MG01,CP03,LC01
TR1737,120000,null,120000,0,null,2023-12-29,NULL,NULL,ABJUIUX230026,MG01,CP03,LC01
TR1738,120000,null,120000,0,null,2024-01-03,NULL,NULL,ABJUIUX230027,MG01,CP03,LC01
TR1739,0,null,0,0,null,null,NULL,NULL,ABJUIUX230028,MG01,CP03,LC01
TR174,64000,Data Savvy,64000,0,0,2022-10-13,NULL,NULL,DMCC230175,MG01,CP01,LC02
TR1740,150000,null,90000,0,null,2023-12-01,NULL,NULL,ABJUIUX230030,MG01,CP03,LC01
TR1741,120000,null,120000,0,null,2024-01-17,NULL,NULL,ABJUIUX230032,MG01,CP03,LC01
TR1742,120000,null,120000,0,null,2024-01-03,NULL,NULL,ABJUIUX230034,MG01,CP03,LC01
TR1743,120000,null,120000,0,null,2024-01-11,NULL,NULL,ABJUIUX230035,NULL,CP03,LC01
TR1744,150000,null,90000,60000,null,2024-01-09,NULL,NULL,ABJUIUX230036,MG01,CP03,LC01
TR1745,120000,null,120000,0,null,2024-01-13,NULL,NULL,ABJUIUX230037,MG01,CP03,LC01
TR1746,120000,null,90000,30000,null,2024-02-24,NULL,NULL,ABJUIUX230038,MG01,CP03,LC01
TR1747,0,null,0,0,null,null,NULL,NULL,ABJUIUX230042,MG01,CP03,LC01
TR1748,120000,null,50000,70000,null,2024-02-03,NULL,NULL,ABJUIUX230043,MG02,CP03,LC01
TR1749,0,null,0,0,null,null,NULL,NULL,ABJUIUX230045,MG02,CP03,LC01
TR175,64000,Data Savvy,64000,0,0,2022-10-15,NULL,NULL,DMCC230176,MG01,CP01,LC02
TR1750,120000,null,100000,20000,null,2024-02-12,NULL,NULL,ABJUIUX230046,MG02,CP03,LC01
TR1751,120000,null,90000,30000,null,2024-02-07,NULL,NULL,ABJUIUX230047,MG02,CP03,LC01
TR1752,0,null,0,0,null,null,NULL,NULL,ABJUIUX230048,MG02,CP03,LC01
TR1753,0,null,0,0,null,null,NULL,NULL,ABJUIUX230049,MG02,CP03,LC01
TR1754,0,null,0,0,null,null,NULL,NULL,ABJUIUX230050,MG02,CP03,LC01
TR1755,0,null,0,0,null,null,NULL,NULL,ABJUIUX230051,MG02,CP03,LC01
TR1756,0,null,0,0,null,null,NULL,NULL,ABJUIUX230052,MG02,CP03,LC01
TR1757,0,null,0,0,null,null,NULL,NULL,ABJUIUX230053,MG02,CP03,LC01
TR1758,120000,null,120000,0,null,2024-02-21,NULL,NULL,ABJUIUX230054,MG02,CP03,LC01
TR1759,120000,null,120000,0,null,2024-02-17,NULL,NULL,ABJUIUX230055,MG01,CP03,LC01
TR176,64000,Data Savvy,64000,0,0,2022-10-14,NULL,NULL,DMCC230177,MG01,CP01,LC02
TR1760,0,null,0,0,null,null,NULL,NULL,ABJUIUX230056,MG01,CP03,LC01
TR1761,0,null,0,0,null,null,NULL,NULL,ABJUIUX230057,MG01,CP03,LC01
TR1762,0,null,0,0,null,null,NULL,NULL,ABJUIUX230058,MG01,CP03,LC01
TR1763,0,null,0,0,null,null,NULL,NULL,ABJUIUX230059,MG01,CP03,LC01
TR1764,0,null,0,0,null,null,NULL,NULL,ABJUIUX230060,MG01,CP03,LC01
TR1765,120000,null,120000,0,null,2024-03-08,NULL,NULL,ABJUIUX230061,MG01,CP03,LC01
TR1766,120000,null,90000,30000,null,2024-03-29,NULL,NULL,ABJUIUX230062,MG02,CP03,LC01
TR1767,120000,null,120000,0,null,2024-03-20,NULL,NULL,ABJUIUX230063,MG02,CP03,LC01
TR1768,0,null,0,0,null,null,NULL,NULL,ABJUIUX230064,MG02,CP03,LC01
TR1769,0,null,0,0,null,null,NULL,NULL,ABJUIUX230065,MG02,CP03,LC01
TR177,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230178,MG07,CP01,LC02
TR1770,0,null,0,0,null,null,NULL,NULL,ABJUIUX230066,MG02,CP03,LC01
TR1771,0,null,0,0,null,null,NULL,NULL,ABJUIUX230067,MG02,CP03,LC01
TR1772,0,null,0,0,null,null,NULL,NULL,ABJUIUX230068,MG01,CP03,LC01
TR1773,0,null,0,0,null,null,NULL,NULL,ABJUIUX230069,MG01,CP03,LC01
TR1774,0,null,0,0,null,null,NULL,NULL,ABJUIUX230070,MG01,CP03,LC01
TR1775,120000,null,80000,40000,null,2024-03-28,NULL,NULL,ABJUIUX230071,MG01,CP03,LC01
TR1776,120000,null,120000,0,null,2024-04-03,NULL,NULL,ABJUIUX230072,MG02,CP03,LC01
TR1777,0,null,0,0,null,null,NULL,NULL,ABJUIUX230073,MG02,CP03,LC01
TR1778,0,null,0,0,null,null,NULL,NULL,ABJUIUX230074,MG01,CP03,LC01
TR1779,120000,null,120000,0,null,2024-04-03,NULL,NULL,ABJUIUX230075,MG02,CP03,LC01
TR178,64000,Data Savvy,35000,0,0,2022-10-16,NULL,NULL,DMCC230179,MG01,CP01,LC02
TR1780,0,null,0,0,null,null,NULL,NULL,ABJUIUX230076,MG02,CP03,LC01
TR1781,120000,null,120000,0,null,2024-04-03,NULL,NULL,ABJUIUX230077,MG02,CP03,LC01
TR1782,0,null,0,0,null,null,NULL,NULL,ABJUIUX230078,MG01,CP03,LC01
TR1783,0,null,0,0,null,null,NULL,NULL,ABJUIUX230079,MG01,CP03,LC01
TR1784,0,null,0,0,null,null,NULL,NULL,ABJUIUX230080,MG01,CP03,LC01
TR1785,0,null,0,0,null,null,NULL,NULL,ABJUIUX230081,MG01,CP03,LC01
TR1786,0,null,0,0,null,null,NULL,NULL,ABJUIUX230082,MG02,CP03,LC01
TR1787,0,null,0,0,null,null,NULL,NULL,ABJUIUX230083,MG02,CP03,LC01
TR1788,0,null,0,0,null,null,NULL,NULL,ABJUIUX230084,MG02,CP03,LC01
TR1789,0,null,0,0,null,null,NULL,NULL,ABJUIUX230085,MG01,CP03,LC01
TR179,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230180,MG07,CP01,LC02
TR1790,0,null,0,0,null,null,NULL,NULL,ABJUIUX230086,MG01,CP03,LC01
TR1791,0,null,0,0,null,null,NULL,NULL,ABJUIUX230087,MG01,CP03,LC01
TR1792,0,null,0,0,null,null,NULL,NULL,ABJUIUX230088,MG01,CP03,LC01
TR1793,0,null,0,0,null,null,NULL,NULL,ABJUIUX230089,MG01,CP03,LC01
TR1794,0,null,0,0,null,null,NULL,NULL,ABJUIUX230090,MG01,CP03,LC01
TR1795,0,null,0,0,null,null,NULL,NULL,ABJUIUX230091,MG01,CP03,LC01
TR1796,0,null,0,0,null,null,NULL,NULL,ABJUIUX230092,MG02,CP03,LC01
TR1797,0,null,0,0,null,null,NULL,NULL,ABJUIUX230093,MG02,CP03,LC01
TR1798,0,null,0,0,null,null,NULL,NULL,ABJUIUX230094,MG02,CP03,LC01
TR1799,0,null,0,0,null,null,NULL,NULL,ABJUIUX230095,MG02,CP03,LC01
TR18,0,1001OPARA,0,0,0,null,NULL,NULL,DMCC23019,MG03,CP01,LC02
TR180,64000,Data Savvy,64000,0,0,2022-10-21,NULL,NULL,DMCC230181,MG01,CP01,LC02
TR1800,0,null,0,0,null,null,NULL,NULL,ABJUIUX230096,MG02,CP03,LC01
TR1801,0,null,0,0,null,null,NULL,NULL,ABJUIUX230097,MG01,CP03,LC01
TR1802,170000,null,100000,0,null,2024-06-01,NULL,NULL,ABJUIUX230098,MG01,CP03,LC01
TR1803,170000,null,170000,0,null,2024-05-21,NULL,NULL,ABJUIUX230099,MG01,CP03,LC01
TR1804,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300100,MG02,CP03,LC01
TR1805,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300101,MG02,CP03,LC01
TR1806,170000,null,170000,0,null,2024-05-25,NULL,NULL,ABJUIUX2300102,MG02,CP03,LC01
TR1807,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300103,MG01,CP03,LC01
TR1808,170000,null,170000,0,null,2024-06-04,NULL,NULL,ABJUIUX2300104,MG02,CP03,LC01
TR1809,150000,null,80000,70000,null,2024-06-05,NULL,NULL,ABJUIUX2300105,MG01,CP03,LC01
TR181,0,VALENTINE,0,0,0,null,NULL,NULL,DMCC230182,MG07,CP01,LC02
TR1810,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300106,MG02,CP03,LC01
TR1811,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300107,MG02,CP03,LC01
TR1812,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300108,MG01,CP03,LC01
TR1813,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300109,MG02,CP03,LC01
TR1814,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300110,MG02,CP03,LC01
TR1815,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300111,MG02,CP03,LC01
TR1816,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300112,MG02,CP03,LC01
TR1817,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300113,MG02,CP03,LC01
TR1818,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300114,MG02,CP03,LC01
TR1819,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300115,MG02,CP03,LC01
TR182,0,VALENTINE,0,0,0,null,NULL,NULL,DMCC230183,MG01,CP01,LC02
TR1820,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300116,MG01,CP03,LC01
TR1821,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300117,MG01,CP03,LC01
TR1822,130000,null,80000,0,null,null,NULL,NULL,ABJUIUX2300118,MG01,CP03,LC01
TR1823,0,null,0,0,null,null,NULL,NULL,ABJUIUX2300119,MG01,CP03,LC01
TR1824,0,null,0,0,null,null,NULL,NULL,UIUXLG22001,MG04,CP03,LC02
TR1825,0,null,0,0,null,null,NULL,NULL,UIUXLG22002,NULL,CP03,LC02
TR1826,0,null,0,0,null,null,NULL,NULL,UIUXLG22003,NULL,CP03,LC02
TR1827,0,null,0,0,null,null,NULL,NULL,UIUXLG22004,MG04,CP03,LC02
TR1828,0,null,0,0,null,null,NULL,NULL,UIUXLG22005,NULL,CP03,LC02
TR1829,0,null,0,0,null,null,NULL,NULL,UIUXLG22006,NULL,CP03,LC02
TR183,50000,VALENTINE,30000,20000,0,2023-04-27,NULL,NULL,DMCC230184,MG01,CP01,LC02
TR1830,0,null,0,0,null,null,NULL,NULL,UIUXLG22007,NULL,CP03,LC02
TR1831,0,null,0,0,null,null,NULL,NULL,UIUXLG22008,NULL,CP03,LC02
TR1832,0,null,0,0,null,null,NULL,NULL,UIUXLG22009,MG04,CP03,LC02
TR1833,0,null,0,0,null,null,NULL,NULL,UIUXLG220010,MG04,CP03,LC02
TR1834,0,null,0,0,null,null,NULL,NULL,UIUXLG220011,MG04,CP03,LC02
TR1835,0,null,0,0,null,null,NULL,NULL,UIUXLG220012,NULL,CP03,LC02
TR1836,0,null,0,0,null,null,NULL,NULL,UIUXLG220013,NULL,CP03,LC02
TR1837,0,null,0,0,null,null,NULL,NULL,UIUXLG220014,NULL,CP03,LC02
TR1838,0,null,0,0,null,null,NULL,NULL,UIUXLG220015,NULL,CP03,LC02
TR1839,0,null,0,0,null,null,NULL,NULL,UIUXLG220016,NULL,CP03,LC02
TR184,0,VALENTINE,0,0,0,null,NULL,NULL,DMCC230185,MG07,CP01,LC02
TR1840,0,null,0,0,null,null,NULL,NULL,UIUXLG220017,NULL,CP03,LC02
TR1841,0,null,0,0,null,null,NULL,NULL,UIUXLG220018,NULL,CP03,LC02
TR1842,0,null,0,0,null,null,NULL,NULL,UIUXLG220019,NULL,CP03,LC02
TR1843,0,null,0,0,null,null,NULL,NULL,UIUXLG220020,NULL,CP03,LC02
TR1844,0,null,0,0,null,null,NULL,NULL,UIUXLG220021,NULL,CP03,LC02
TR1845,0,null,0,0,null,null,NULL,NULL,UIUXLG220022,MG04,CP03,LC02
TR1846,0,null,0,0,null,null,NULL,NULL,UIUXLG220023,NULL,CP03,LC02
TR1847,0,null,0,0,null,null,NULL,NULL,UIUXLG220024,MG04,CP03,LC02
TR1848,0,null,0,0,null,null,NULL,NULL,UIUXLG220025,MG04,CP03,LC02
TR1849,0,null,0,0,null,null,NULL,NULL,UIUXLG220026,MG04,CP03,LC02
TR185,50000,VALENTINE,50000,0,0,2023-02-17,NULL,NULL,DMCC230186,MG01,CP01,LC02
TR1850,0,null,0,0,null,null,NULL,NULL,UIUXLG220027,MG04,CP03,LC02
TR1851,0,null,0,0,null,null,NULL,NULL,UIUXLG220028,MG04,CP03,LC02
TR1852,0,null,0,0,null,null,NULL,NULL,UIUXLG220029,MG04,CP03,LC02
TR1853,0,null,0,0,null,null,NULL,NULL,UIUXLG220030,MG04,CP03,LC02
TR1854,0,null,0,0,null,null,NULL,NULL,UIUXLG220031,NULL,CP03,LC02
TR1855,0,null,0,0,null,null,NULL,NULL,UIUXLG220032,NULL,CP03,LC02
TR1856,0,null,0,0,null,null,NULL,NULL,UIUXLG220033,MG04,CP03,LC02
TR1857,0,null,0,0,null,null,NULL,NULL,UIUXLG220034,MG04,CP03,LC02
TR1858,0,null,0,0,null,null,NULL,NULL,UIUXLG220035,MG04,CP03,LC02
TR1859,0,null,0,0,null,null,NULL,NULL,UIUXLG220036,MG04,CP03,LC02
TR186,50000,VALENTINE,50000,0,0,2023-02-19,NULL,NULL,DMCC230187,MG01,CP01,LC02
TR1860,150000,null,150000,0,null,2024-09-06,NULL,NULL,UIUXLG220037,MG04,CP03,LC02
TR1861,180000,null,100000,80000,null,2024-09-03,2024-09-29,NULL,UIUXLG220038,NULL,CP03,LC02
TR1862,170000,null,170000,0,null,2024-09-05,NULL,NULL,UIUXLG220039,NULL,CP03,LC02
TR1863,170000,null,170000,0,null,2024-09-03,NULL,NULL,UIUXLG220040,NULL,CP03,LC02
TR1864,150000,null,150000,0,null,2024-09-11,NULL,NULL,UIUXLG220041,NULL,CP03,LC02
TR1865,150000,null,100000,50000,null,2024-08-06,2024-10-02,NULL,UIUXLG220042,MG04,CP03,LC02
TR1866,150000,null,150000,0,null,2024-09-18,NULL,NULL,UIUXLG220043,MG04,CP03,LC02
TR1867,0,null,0,0,null,null,NULL,NULL,UIUXLG220044,MG04,CP03,LC02
TR1868,150000,null,150000,0,null,2024-10-12,NULL,NULL,UIUXLG220045,MG04,CP03,LC02
TR1869,130000,null,130000,0,null,2024-09-28,NULL,NULL,UIUXLG220046,NULL,CP03,LC02
TR187,0,VALENTINE,0,0,0,null,NULL,NULL,DMCC230188,NULL,CP01,LC02
TR1870,0,null,0,0,null,null,NULL,NULL,UIUXLG220047,NULL,CP03,LC02
TR1871,0,null,0,0,null,null,NULL,NULL,UIUXLG220048,MG04,CP03,LC02
TR1872,0,null,0,0,null,null,NULL,NULL,UIUXLG220049,MG04,CP03,LC02
TR1873,0,null,0,0,null,null,NULL,NULL,UIUXLG220050,MG04,CP03,LC02
TR1874,170000,null,10000,0,null,2024-10-08,NULL,NULL,UIUXLG220051,NULL,CP03,LC02
TR1875,0,null,0,0,null,null,NULL,NULL,UIUXLG220052,NULL,CP03,LC02
TR1876,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0001,MG02,CP02,LC01
TR1877,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0002,MG02,CP02,LC01
TR1878,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0003,MG02,CP02,LC01
TR1879,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0004,MG02,CP02,LC01
TR188,0,VALENTINE,0,0,0,null,NULL,NULL,DMCC230189,NULL,CP01,LC02
TR1880,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0005,MG02,CP02,LC01
TR1881,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0006,MG02,CP02,LC01
TR1882,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0007,MG02,CP02,LC01
TR1883,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0008,MG02,CP02,LC01
TR1884,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC0009,MG01,CP02,LC01
TR1885,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00010,MG01,CP02,LC01
TR1886,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00011,MG01,CP02,LC01
TR1887,200000,null,200000,0,0,2024-03-23,NULL,NULL,ABJCYBSEC00012,MG01,CP02,LC01
TR1888,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00013,MG02,CP02,LC01
TR1889,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00014,MG02,CP02,LC01
TR189,50000,Valentine,50000,0,0,2023-02-21,NULL,NULL,DMCC230190,MG01,CP01,LC02
TR1890,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00015,MG02,CP02,LC01
TR1891,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00016,MG02,CP02,LC01
TR1892,200000,null,200000,0,0,2024-02-04,NULL,NULL,ABJCYBSEC00017,MG02,CP02,LC01
TR1893,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00018,MG02,CP02,LC01
TR1894,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00019,MG02,CP02,LC01
TR1895,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00020,MG02,CP02,LC01
TR1896,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00021,MG02,CP02,LC01
TR1897,200000,null,200000,0,0,2024-02-04,NULL,NULL,ABJCYBSEC00022,MG02,CP02,LC01
TR1898,200000,null,200000,0,0,2024-02-04,NULL,NULL,ABJCYBSEC00023,MG02,CP02,LC01
TR1899,200000,null,200000,0,0,2024-04-09,NULL,NULL,ABJCYBSEC00024,MG01,CP02,LC01
TR19,0,1001OPARA,0,0,0,null,NULL,NULL,DMCC23020,MG03,CP01,LC02
TR190,95000,Valentine,50000,0,0,2023-10-06,NULL,NULL,DMCC230191,NULL,CP01,LC02
TR1900,200000,null,200000,0,0,2024-04-05,NULL,NULL,ABJCYBSEC00025,MG02,CP02,LC01
TR1901,200000,null,200000,0,0,2024-04-09,NULL,NULL,ABJCYBSEC00026,MG01,CP02,LC01
TR1902,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00027,MG02,CP02,LC01
TR1903,200000,null,200000,0,0,2024-06-08,NULL,NULL,ABJCYBSEC00028,MG02,CP02,LC01
TR1904,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00029,MG01,CP02,LC01
TR1905,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00030,MG01,CP02,LC01
TR1906,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00031,MG02,CP02,LC01
TR1907,200000,null,120000,80000,0,2024-05-11,NULL,NULL,ABJCYBSEC00032,MG01,CP02,LC01
TR1908,200000,null,110000,50000,40000,2023-11-04,2024//05/27,NULL,ABJCYBSEC00033,MG02,CP02,LC01
TR1909,200000,null,150000,0,0,2024-06-03,NULL,NULL,ABJCYBSEC00034,MG01,CP02,LC01
TR191,0,Easter,0,0,0,null,NULL,NULL,DMCC230192,MG01,CP01,LC02
TR1910,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00035,MG02,CP02,LC01
TR1911,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00036,MG02,CP02,LC01
TR1912,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00037,MG02,CP02,LC01
TR1913,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00038,MG02,CP02,LC01
TR1914,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00039,MG01,CP02,LC01
TR1915,150000,null,150000,0,0,2024-05-27,NULL,NULL,ABJCYBSEC00040,MG01,CP02,LC01
TR1916,200000,null,120000,0,0,2024-06-04,NULL,NULL,ABJCYBSEC00041,MG02,CP02,LC01
TR1917,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00042,MG02,CP02,LC01
TR1918,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00043,MG01,CP02,LC01
TR1919,200000,null,150000,50000,0,2024-06-09,2024-07-27,NULL,ABJCYBSEC00044,MG01,CP02,LC01
TR192,0,Easter,0,0,0,null,NULL,NULL,DMCC230193,MG07,CP01,LC02
TR1920,200000,null,120000,0,0,2024-06-01,NULL,NULL,ABJCYBSEC00045,MG02,CP02,LC01
TR1921,150000,null,80000,0,0,2024-06-04,NULL,NULL,ABJCYBSEC00046,MG01,CP02,LC01
TR1922,200000,null,200000,0,0,2024-06-06,NULL,NULL,ABJCYBSEC00047,MG02,CP02,LC01
TR1923,200000,null,200000,0,0,2024-06-03,NULL,NULL,ABJCYBSEC00048,MG01,CP02,LC01
TR1924,0,null,0,0,0,null,NULL,NULL,ABJCYBSEC00049,MG01,CP02,LC01
