CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCABJ220047,5/24/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220048,5/24/2023,Closed Lost,,NULL,Weekend,Physical,MG07,CP01,LC01
DMCABJ220049,5/25/2023,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220050,5/26/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220051,5/28/2023,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220052,5/29/2023,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220053,5/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220054,6/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220055,6/4/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220056,6/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220057,6/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220058,6/8/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220059,6/14/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220060,6/18/2023,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220061,6/18/2023,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220062,6/19/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220063,6/21/2023,Closed Won,,NULL,Weekend,Virtual,MG12,CP01,LC01
DMCABJ220064,6/21/2023,Closed Lost,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220065,6/22/2023,Closed Won,,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220066,6/22/2023,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220067,6/22/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220068,6/25/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220069,6/25/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220070,7/5/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220071,7/5/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220072,7/5/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220073,7/17/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220074,7/21/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220075,7/21/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220076,7/21/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220077,7/23/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220078,7/24/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220079,7/25/2023,Closed Lost,,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220080,7/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220081,7/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220082,7/28/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220083,7/29/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220084,7/29/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220085,7/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220086,7/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220087,7/31/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220088,7/31/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220089,7/31/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220090,7/31/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220091,7/31/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220092,8/1/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220093,8/1/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220094,8/1/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220095,8/3/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220096,8/3/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220097,8/3/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220098,8/3/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220099,8/4/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200100,8/5/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200101,8/7/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200102,8/19/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200103,8/19/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200104,8/21/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200105,8/22/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200106,8/26/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200107,8/28/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200108,8/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200109,8/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200110,9/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200111,9/3/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200112,9/4/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200113,9/6/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200114,9/6/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200115,9/6/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200116,9/6/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200117,9/6/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200118,9/10/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200119,9/20/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200120,9/21/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200121,9/23/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200122,9/23/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200123,9/26/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200124,9/27/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200125,9/28/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200126,9/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200127,10/1/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200128,10/1/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200129,10/1/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200130,10/1/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200131,10/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200132,10/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200133,10/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200134,10/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200135,10/3/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200136,10/3/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200137,10/4/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200138,10/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200139,10/5/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200140,10/5/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200141,10/6/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200142,10/6/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200143,10/8/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200144,10/11/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200145,10/15/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200146,10/15/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200147,10/16/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200148,10/17/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200149,10/17/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200150,10/18/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200151,10/21/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200152,10/22/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200153,10/25/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200154,10/27/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200155,10/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200156,10/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200157,11/1/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200158,11/1/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200159,11/1/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200160,11/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200161,11/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200162,11/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200163,11/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200164,11/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200165,11/2/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200166,11/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200167,11/3/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200168,11/3/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200169,11/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200170,11/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200171,11/4/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200172,11/4/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200173,11/6/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200174,11/9/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200175,11/16/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200176,11/18/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200177,11/18/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200178,11/18/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200179,11/19/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200180,11/19/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200181,11/19/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200182,11/19/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200183,11/20/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200184,11/20/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200185,11/20/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200186,11/22/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200187,11/22/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200188,11/22/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200189,11/22/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200190,11/23/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200191,11/23/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200192,11/23/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200193,11/23/2023,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200194,11/24/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200195,11/25/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200196,11/25/2023,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200197,11/26/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200198,11/27/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200199,11/27/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200200,11/27/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200201,11/28/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200202,11/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200203,11/29/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200204,11/29/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200205,11/29/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200206,11/29/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200207,11/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200208,11/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200209,11/30/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200210,11/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200211,11/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200212,11/30/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200213,11/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200214,11/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200215,11/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200216,11/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200217,11/30/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200218,11/30/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200219,12/1/2023,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200220,12/1/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200221,12/1/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200222,12/1/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200223,12/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200224,12/5/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200225,12/6/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200226,12/6/2023,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200227,12/12/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200228,12/16/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200229,12/17/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200230,12/18/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200231,12/18/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200232,12/19/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200233,12/19/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200234,12/20/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200235,12/21/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200236,12/23/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200237,12/24/2023,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200238,12/24/2023,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200239,12/25/2023,Part Paid,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200240,12/25/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200241,12/25/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200242,12/26/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200243,12/28/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200244,12/28/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200245,12/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200246,12/28/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200247,12/28/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200248,12/29/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200249,12/29/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200250,12/30/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200251,12/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200252,12/30/2023,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200253,12/30/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200254,1/1/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200255,1/1/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200256,1/2/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200257,1/3/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200258,1/4/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200259,1/4/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200260,1/4/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200261,1/5/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200262,1/6/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200263,1/6/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200264,1/7/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200265,1/7/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200266,1/7/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200267,1/8/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200268,1/8/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200269,1/10/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200270,1/10/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200271,1/11/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200272,1/11/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200273,1/11/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200274,1/12/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200275,1/12/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200276,1/12/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200277,1/12/2024,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200278,1/13/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200279,1/15/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200280,1/18/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200281,1/22/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200282,1/27/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200283,1/27/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200284,1/28/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200285,1/31/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200286,2/1/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200287,2/1/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200288,2/1/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200289,2/1/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200290,2/2/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200291,2/2/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200292,2/3/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200293,2/4/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200294,2/7/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200295,2/16/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200296,2/16/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200297,2/16/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200298,2/18/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200299,2/19/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200300,2/19/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200301,2/19/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200302,2/21/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200303,2/22/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200304,2/23/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200305,2/24/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200306,2/25/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200307,2/25/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200308,2/29/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200309,3/1/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200310,3/1/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200311,3/2/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200312,3/2/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200313,3/3/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200314,3/7/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200315,3/7/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200316,3/8/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200317,3/8/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200318,3/9/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200319,3/9/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200320,3/9/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200321,3/9/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200322,3/9/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200323,3/10/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200324,3/13/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200325,3/17/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200326,3/17/2024,Committed to Pay,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200327,3/17/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200328,3/25/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
