Product_ID,Item Purchased,Category,Size,Color,Season,Previous Purchases,Frequency of Purchases
PR3040,Blouse,Clothing,L,Blue,Spring,31,Bi-Weekly
PR3041,Handbag,Accessories,M,Gold,Fall,10,Fortnightly
PR3042,Handbag,Accessories,M,Orange,Winter,27,Monthly
PR3043,Coat,Outerwear,L,Turquoise,Winter,14,Every 3 Months
PR3044,Belt,Accessories,S,Peach,Fall,17,Monthly
PR3045,Boots,Footwear,M,Magenta,Winter,10,Quarterly
PR3046,Socks,Clothing,L,Black,Winter,4,Bi-Weekly
PR3047,Shoes,Footwear,M,White,Spring,25,Every 3 Months
PR3048,Sneakers,Footwear,M,Violet,Fall,3,Bi-Weekly
PR3049,Jewelry,Accessories,M,Olive,Summer,47,Fortnightly
PR3050,Handbag,Accessories,L,Red,Summer,41,Bi-Weekly
PR3051,Coat,Outerwear,S,Green,Spring,28,Every 3 Months
PR3052,Sunglasses,Accessories,L,Gold,Summer,49,Every 3 Months
PR3053,Shoes,Footwear,XL,Olive,Spring,7,Fortnightly
PR3054,Shoes,Footwear,L,Brown,Winter,22,Monthly
PR3055,Boots,Footwear,S,Magenta,Summer,34,Monthly
PR3056,Sandals,Footwear,M,Violet,Fall,5,Bi-Weekly
PR3057,Gloves,Accessories,M,Beige,Spring,15,Bi-Weekly
PR3058,Backpack,Accessories,M,Blue,Spring,26,Weekly
PR3059,Handbag,Accessories,S,Orange,Winter,3,Fortnightly
PR3060,Sweater,Clothing,L,Maroon,Spring,42,Quarterly
PR3061,Coat,Outerwear,S,Charcoal,Summer,1,Monthly
PR3062,T-shirt,Clothing,L,Olive,Fall,20,Every 3 Months
PR3063,Backpack,Accessories,L,Green,Fall,39,Monthly
PR3064,Sunglasses,Accessories,L,Brown,Winter,24,Fortnightly
PR3065,Belt,Accessories,S,Cyan,Winter,49,Quarterly
PR3066,Jacket,Outerwear,M,Beige,Fall,7,Bi-Weekly
PR3067,Skirt,Clothing,L,Teal,Summer,13,Every 3 Months
PR3068,Belt,Accessories,S,Gray,Spring,2,Weekly
PR3069,Boots,Footwear,M,Indigo,Winter,4,Weekly
PR3070,Jeans,Clothing,L,Magenta,Spring,17,Quarterly
PR3071,Shoes,Footwear,XL,Red,Fall,43,Bi-Weekly
PR3072,Sweater,Clothing,L,Turquoise,Spring,6,Monthly
PR3073,Jewelry,Accessories,L,Peach,Spring,46,Quarterly
PR3074,Shirt,Clothing,L,White,Winter,7,Bi-Weekly
PR3075,Boots,Footwear,L,Maroon,Winter,34,Fortnightly
PR3076,Shorts,Clothing,XL,Beige,Winter,21,Every 3 Months
PR3077,Handbag,Accessories,M,Blue,Summer,13,Bi-Weekly
PR3078,Sweater,Clothing,S,Red,Spring,33,Bi-Weekly
PR3079,Belt,Accessories,M,Blue,Spring,24,Bi-Weekly
PR3080,Belt,Accessories,M,Maroon,Fall,4,Annually
PR3081,Hoodie,Clothing,L,Yellow,Spring,5,Bi-Weekly
PR3082,Sneakers,Footwear,L,Pink,Winter,11,Weekly
PR3083,T-shirt,Clothing,M,Maroon,Spring,20,Annually
PR3084,Pants,Clothing,S,Purple,Summer,28,Quarterly
PR3085,Scarf,Accessories,S,Indigo,Spring,43,Monthly
PR3086,Sweater,Clothing,L,Gray,Winter,10,Every 3 Months
PR3087,Handbag,Accessories,M,Lavender,Summer,26,Every 3 Months
PR3088,Shirt,Clothing,M,Charcoal,Spring,29,Monthly
PR3089,Dress,Clothing,M,Teal,Spring,35,Quarterly
PR3090,Sandals,Footwear,L,Blue,Fall,23,Bi-Weekly
PR3091,Shirt,Clothing,M,Peach,Summer,15,Quarterly
PR3092,Dress,Clothing,L,Orange,Winter,46,Annually
PR3093,Sunglasses,Accessories,L,Silver,Fall,14,Bi-Weekly
PR3094,Socks,Clothing,L,Red,Summer,17,Every 3 Months
PR3095,Sandals,Footwear,M,Gray,Summer,9,Weekly
PR3096,Hat,Accessories,S,Beige,Fall,13,Fortnightly
PR3097,Shirt,Clothing,L,White,Winter,20,Monthly
PR3098,Shoes,Footwear,M,Silver,Fall,39,Quarterly
PR3099,Pants,Clothing,L,Cyan,Summer,50,Quarterly
PR3100,Shirt,Clothing,S,Maroon,Fall,21,Bi-Weekly
PR3101,Hat,Accessories,L,Purple,Winter,3,Weekly
PR3102,Jewelry,Accessories,S,Brown,Summer,9,Fortnightly
PR3103,Jacket,Outerwear,M,Green,Summer,29,Bi-Weekly
PR3104,Shirt,Clothing,S,Peach,Winter,42,Weekly
PR3105,Pants,Clothing,S,Turquoise,Summer,41,Fortnightly
PR3106,Skirt,Clothing,M,Olive,Fall,17,Monthly
PR3107,Sandals,Footwear,M,Yellow,Winter,20,Annually
PR3108,Blouse,Clothing,L,Gray,Winter,18,Bi-Weekly
PR3109,Socks,Clothing,M,Purple,Fall,7,Monthly
PR3110,Jacket,Outerwear,M,Gray,Winter,47,Fortnightly
PR3111,Handbag,Accessories,L,Lavender,Fall,2,Bi-Weekly
PR3112,Belt,Accessories,XL,Indigo,Spring,25,Quarterly
PR3113,Blouse,Clothing,S,Green,Fall,26,Annually
PR3114,Shirt,Clothing,L,Green,Summer,2,Weekly
PR3115,Handbag,Accessories,M,Olive,Spring,45,Bi-Weekly
PR3116,Scarf,Accessories,M,Charcoal,Fall,9,Bi-Weekly
PR3117,Coat,Outerwear,L,Gray,Spring,1,Weekly
PR3118,Hoodie,Clothing,M,Olive,Fall,4,Bi-Weekly
PR3119,Shorts,Clothing,L,Blue,Summer,31,Quarterly
PR3120,Sandals,Footwear,XL,Silver,Winter,21,Every 3 Months
PR3121,Shirt,Clothing,M,Magenta,Fall,32,Fortnightly
PR3122,Hoodie,Clothing,L,Black,Fall,16,Weekly
PR3123,Socks,Clothing,M,Pink,Fall,34,Fortnightly
PR3124,Handbag,Accessories,XL,Red,Fall,40,Bi-Weekly
PR3125,Jewelry,Accessories,M,Peach,Summer,4,Every 3 Months
PR3126,Coat,Outerwear,L,Lavender,Spring,3,Quarterly
PR3127,Sunglasses,Accessories,L,Lavender,Winter,28,Bi-Weekly
PR3128,Gloves,Accessories,M,Beige,Winter,43,Every 3 Months
PR3129,Jacket,Outerwear,S,Indigo,Fall,20,Annually
PR3130,Sandals,Footwear,S,Cyan,Summer,40,Every 3 Months
PR3131,Pants,Clothing,M,Yellow,Summer,34,Every 3 Months
PR3132,Jacket,Outerwear,M,Peach,Fall,11,Every 3 Months
PR3133,Sweater,Clothing,M,Yellow,Summer,26,Quarterly
PR3134,T-shirt,Clothing,M,Orange,Spring,29,Bi-Weekly
PR3135,Boots,Footwear,L,Gray,Spring,47,Weekly
PR3136,Shoes,Footwear,L,Yellow,Spring,48,Fortnightly
PR3137,Skirt,Clothing,M,Gray,Fall,29,Bi-Weekly
PR3138,Coat,Outerwear,M,Turquoise,Spring,14,Monthly
PR3139,Blouse,Clothing,L,Gray,Fall,40,Every 3 Months
PR3140,Sunglasses,Accessories,M,Olive,Winter,4,Weekly
PR3141,Gloves,Accessories,XL,Peach,Summer,37,Weekly
PR3142,Sunglasses,Accessories,S,Peach,Winter,47,Bi-Weekly
PR3143,Sneakers,Footwear,L,Magenta,Winter,1,Quarterly
PR3144,Hoodie,Clothing,M,Purple,Summer,26,Quarterly
PR3145,Boots,Footwear,L,Beige,Spring,12,Quarterly
PR3146,Handbag,Accessories,XL,Purple,Spring,16,Fortnightly
PR3147,Shirt,Clothing,S,Yellow,Winter,19,Annually
PR3148,Sweater,Clothing,M,Pink,Winter,21,Weekly
PR3149,Shorts,Clothing,L,Purple,Fall,15,Weekly
PR3150,Belt,Accessories,M,Lavender,Winter,9,Annually
PR3151,Blouse,Clothing,M,Peach,Spring,7,Bi-Weekly
PR3152,T-shirt,Clothing,L,Orange,Fall,47,Quarterly
PR3153,Belt,Accessories,M,Red,Fall,17,Monthly
PR3154,Socks,Clothing,L,Red,Fall,46,Fortnightly
PR3155,Belt,Accessories,M,Gold,Winter,32,Quarterly
PR3156,Handbag,Accessories,M,Brown,Fall,34,Annually
PR3157,Shirt,Clothing,M,Black,Winter,18,Monthly
PR3158,Belt,Accessories,L,Red,Fall,5,Fortnightly
PR3159,Jewelry,Accessories,M,Gray,Winter,44,Monthly
PR3160,Hat,Accessories,L,Pink,Winter,4,Quarterly
PR3161,Backpack,Accessories,XL,Turquoise,Fall,37,Fortnightly
PR3162,Dress,Clothing,S,Charcoal,Winter,43,Monthly
PR3163,Shoes,Footwear,L,Blue,Winter,28,Quarterly
PR3164,Pants,Clothing,XL,Turquoise,Summer,36,Monthly
PR3165,Dress,Clothing,L,Silver,Winter,16,Annually
PR3166,Jacket,Outerwear,M,Lavender,Spring,38,Every 3 Months
PR3167,Shirt,Clothing,M,Gold,Winter,37,Fortnightly
PR3168,Dress,Clothing,M,Blue,Fall,9,Bi-Weekly
PR3169,Jeans,Clothing,M,Orange,Spring,14,Fortnightly
PR3170,T-shirt,Clothing,M,White,Fall,3,Weekly
PR3171,Sunglasses,Accessories,XL,Charcoal,Spring,10,Fortnightly
PR3172,Jewelry,Accessories,M,Maroon,Spring,26,Bi-Weekly
PR3173,Socks,Clothing,M,Olive,Fall,30,Bi-Weekly
PR3174,Skirt,Clothing,L,Teal,Summer,32,Fortnightly
PR3175,Pants,Clothing,L,Orange,Winter,35,Monthly
PR3176,Socks,Clothing,M,Maroon,Fall,26,Every 3 Months
PR3177,Sandals,Footwear,XL,Turquoise,Spring,39,Monthly
PR3178,Belt,Accessories,L,Beige,Fall,31,Monthly
PR3179,Sandals,Footwear,L,Beige,Spring,28,Annually
PR3180,Shorts,Clothing,M,Olive,Spring,12,Bi-Weekly
PR3181,Handbag,Accessories,L,Turquoise,Fall,46,Weekly
PR3182,Jacket,Outerwear,M,Charcoal,Summer,27,Every 3 Months
PR3183,Sunglasses,Accessories,L,Green,Fall,4,Annually
PR3184,Sneakers,Footwear,M,Green,Winter,14,Every 3 Months
PR3185,Sweater,Clothing,L,Green,Spring,30,Quarterly
PR3186,Skirt,Clothing,L,Gold,Fall,6,Annually
PR3187,Jewelry,Accessories,S,Cyan,Winter,43,Annually
PR3188,Blouse,Clothing,L,Indigo,Winter,28,Weekly
PR3189,Blouse,Clothing,M,Lavender,Winter,39,Monthly
PR3190,Boots,Footwear,M,Beige,Summer,30,Bi-Weekly
PR3191,Jeans,Clothing,S,Purple,Fall,5,Fortnightly
PR3192,Hoodie,Clothing,XL,Maroon,Winter,42,Every 3 Months
PR3193,Sweater,Clothing,S,Maroon,Fall,20,Fortnightly
PR3194,Gloves,Accessories,L,Teal,Winter,35,Fortnightly
PR3195,Sneakers,Footwear,L,Gold,Summer,10,Bi-Weekly
PR3196,Sunglasses,Accessories,S,Red,Spring,36,Quarterly
PR3197,Belt,Accessories,L,Maroon,Winter,21,Fortnightly
PR3198,Sweater,Clothing,M,Teal,Spring,29,Every 3 Months
PR3199,Gloves,Accessories,L,Peach,Winter,39,Weekly
PR3200,Handbag,Accessories,XL,Pink,Winter,16,Monthly
PR3201,Socks,Clothing,L,Black,Spring,32,Monthly
PR3202,Pants,Clothing,S,Indigo,Fall,34,Monthly
PR3203,Scarf,Accessories,L,Green,Fall,38,Annually
PR3204,Coat,Outerwear,L,Teal,Spring,14,Annually
PR3205,Jacket,Outerwear,XL,Lavender,Fall,23,Bi-Weekly
PR3206,Hoodie,Clothing,XL,Magenta,Fall,50,Every 3 Months
PR3207,Boots,Footwear,M,Brown,Winter,49,Monthly
PR3208,Socks,Clothing,XL,Beige,Summer,14,Annually
PR3209,Jewelry,Accessories,L,Indigo,Winter,42,Weekly
PR3210,Shoes,Footwear,L,Peach,Fall,39,Annually
PR3211,Socks,Clothing,M,Magenta,Summer,43,Bi-Weekly
PR3212,Pants,Clothing,L,Turquoise,Winter,12,Monthly
PR3213,Sneakers,Footwear,M,Indigo,Winter,21,Weekly
PR3214,Sunglasses,Accessories,M,Brown,Winter,33,Monthly
PR3215,Skirt,Clothing,M,Yellow,Spring,6,Annually
PR3216,Coat,Outerwear,M,Magenta,Summer,10,Every 3 Months
PR3217,Hoodie,Clothing,S,Olive,Winter,18,Weekly
PR3218,Sunglasses,Accessories,M,Silver,Fall,46,Weekly
PR3219,Skirt,Clothing,M,Teal,Fall,49,Monthly
PR3220,Coat,Outerwear,L,White,Summer,39,Weekly
PR3221,Handbag,Accessories,M,Blue,Fall,16,Monthly
PR3222,T-shirt,Clothing,M,Yellow,Winter,28,Annually
PR3223,Sunglasses,Accessories,S,Maroon,Fall,22,Quarterly
PR3224,Shirt,Clothing,S,Gray,Spring,36,Bi-Weekly
PR3225,Hoodie,Clothing,L,Indigo,Winter,18,Monthly
PR3226,Blouse,Clothing,M,Pink,Fall,31,Weekly
PR3227,Sneakers,Footwear,XL,Beige,Spring,38,Fortnightly
PR3228,Scarf,Accessories,XL,White,Fall,42,Quarterly
PR3229,Jewelry,Accessories,M,Yellow,Spring,27,Annually
PR3230,Pants,Clothing,M,Teal,Fall,24,Monthly
PR3231,Sneakers,Footwear,M,Olive,Summer,38,Annually
PR3232,Shoes,Footwear,M,Maroon,Winter,9,Annually
PR3233,T-shirt,Clothing,M,White,Spring,19,Monthly
PR3234,Belt,Accessories,M,Lavender,Fall,11,Bi-Weekly
PR3235,Jewelry,Accessories,M,Black,Winter,16,Quarterly
PR3236,Belt,Accessories,M,Green,Summer,18,Monthly
PR3237,Belt,Accessories,L,Olive,Fall,8,Monthly
PR3238,T-shirt,Clothing,M,Gray,Summer,4,Weekly
PR3239,Sneakers,Footwear,XL,Teal,Fall,37,Quarterly
PR3240,Sunglasses,Accessories,M,Charcoal,Fall,30,Monthly
PR3241,Sandals,Footwear,M,Violet,Fall,37,Monthly
PR3242,Handbag,Accessories,M,Lavender,Summer,30,Quarterly
PR3243,Socks,Clothing,S,Beige,Fall,17,Weekly
PR3244,Hoodie,Clothing,L,Black,Summer,11,Every 3 Months
PR3245,Sweater,Clothing,M,Black,Fall,42,Annually
PR3246,Pants,Clothing,M,Purple,Fall,20,Weekly
PR3247,Sneakers,Footwear,M,Magenta,Summer,37,Monthly
PR3248,Gloves,Accessories,M,Teal,Summer,12,Fortnightly
PR3249,T-shirt,Clothing,S,Teal,Summer,41,Quarterly
PR3250,Backpack,Accessories,M,Pink,Summer,32,Quarterly
PR3251,Coat,Outerwear,M,Teal,Spring,15,Weekly
PR3252,Coat,Outerwear,M,Gold,Winter,39,Quarterly
PR3253,Sandals,Footwear,L,Brown,Spring,48,Fortnightly
PR3254,Backpack,Accessories,M,Brown,Fall,8,Fortnightly
PR3255,Sweater,Clothing,S,Magenta,Winter,11,Every 3 Months
PR3256,Shorts,Clothing,M,Black,Fall,36,Monthly
PR3257,Sunglasses,Accessories,L,Teal,Winter,50,Every 3 Months
PR3258,Shirt,Clothing,M,Brown,Fall,39,Every 3 Months
PR3259,Shoes,Footwear,M,Magenta,Spring,11,Bi-Weekly
PR3260,Hat,Accessories,XL,Indigo,Fall,5,Every 3 Months
PR3261,Scarf,Accessories,M,Violet,Summer,7,Annually
PR3262,Belt,Accessories,L,Cyan,Winter,50,Weekly
PR3263,T-shirt,Clothing,M,Violet,Spring,21,Every 3 Months
PR3264,Shorts,Clothing,S,Black,Fall,31,Fortnightly
PR3265,Pants,Clothing,S,Charcoal,Winter,39,Bi-Weekly
PR3266,Sunglasses,Accessories,M,White,Winter,28,Fortnightly
PR3267,Coat,Outerwear,S,Gray,Winter,33,Weekly
PR3268,Hoodie,Clothing,L,Pink,Winter,42,Quarterly
PR3269,Dress,Clothing,M,Cyan,Fall,5,Every 3 Months
PR3270,Blouse,Clothing,M,Blue,Winter,25,Monthly
PR3271,Socks,Clothing,M,Indigo,Winter,48,Annually
PR3272,Socks,Clothing,XL,Magenta,Spring,30,Weekly
PR3273,Shoes,Footwear,M,Lavender,Winter,34,Quarterly
PR3274,Belt,Accessories,S,Orange,Summer,34,Every 3 Months
PR3275,Sweater,Clothing,M,Cyan,Spring,14,Fortnightly
PR3276,Pants,Clothing,XL,Green,Summer,2,Weekly
PR3277,Scarf,Accessories,M,White,Summer,41,Every 3 Months
PR3278,Skirt,Clothing,M,Blue,Spring,3,Monthly
PR3279,Dress,Clothing,M,Black,Summer,18,Weekly
PR3280,Hat,Accessories,S,Red,Fall,1,Fortnightly
PR3281,Handbag,Accessories,L,Red,Winter,5,Monthly
PR3282,Pants,Clothing,L,Gold,Winter,41,Annually
PR3283,T-shirt,Clothing,M,Red,Fall,5,Monthly
PR3284,Jacket,Outerwear,L,Purple,Spring,10,Every 3 Months
PR3285,Scarf,Accessories,L,White,Spring,20,Annually
PR3286,Hat,Accessories,XL,Magenta,Fall,11,Weekly
PR3287,Jacket,Outerwear,L,Pink,Winter,4,Fortnightly
PR3288,Skirt,Clothing,L,Black,Spring,38,Weekly
PR3289,Handbag,Accessories,XL,White,Spring,19,Bi-Weekly
PR3290,Backpack,Accessories,M,Maroon,Summer,16,Every 3 Months
PR3291,Coat,Outerwear,L,Black,Spring,2,Monthly
PR3292,Belt,Accessories,L,Olive,Fall,11,Monthly
PR3293,Handbag,Accessories,L,Gray,Spring,18,Fortnightly
PR3294,Coat,Outerwear,M,Gold,Spring,47,Fortnightly
PR3295,Sweater,Clothing,S,Magenta,Spring,15,Bi-Weekly
PR3296,Blouse,Clothing,S,Lavender,Summer,15,Weekly
PR3297,Blouse,Clothing,M,Green,Spring,47,Quarterly
PR3298,Belt,Accessories,M,Violet,Fall,47,Monthly
PR3299,Jacket,Outerwear,M,Brown,Fall,6,Every 3 Months
PR3300,Shorts,Clothing,L,Teal,Spring,18,Monthly
PR3301,Hat,Accessories,M,Charcoal,Spring,40,Bi-Weekly
PR3302,Pants,Clothing,XL,Charcoal,Summer,31,Fortnightly
PR3303,Blouse,Clothing,XL,Beige,Winter,31,Bi-Weekly
PR3304,Belt,Accessories,S,Turquoise,Summer,4,Fortnightly
PR3305,Handbag,Accessories,XL,Orange,Fall,36,Every 3 Months
PR3306,Hoodie,Clothing,L,Cyan,Summer,31,Bi-Weekly
PR3307,Jacket,Outerwear,L,Orange,Summer,6,Fortnightly
PR3308,Scarf,Accessories,S,Green,Winter,1,Monthly
PR3309,Jeans,Clothing,M,Pink,Fall,29,Monthly
PR3310,Handbag,Accessories,M,Blue,Summer,19,Monthly
PR3311,Jacket,Outerwear,M,Pink,Winter,12,Fortnightly
PR3312,Hat,Accessories,L,Blue,Summer,18,Annually
PR3313,Sneakers,Footwear,L,Black,Summer,45,Quarterly
PR3314,Hat,Accessories,XL,Black,Fall,45,Monthly
PR3315,Socks,Clothing,M,Violet,Spring,8,Quarterly
PR3316,Scarf,Accessories,S,Gold,Summer,4,Every 3 Months
PR3317,Socks,Clothing,M,Olive,Summer,5,Fortnightly
PR3318,Hat,Accessories,XL,Pink,Summer,30,Quarterly
PR3319,Jacket,Outerwear,M,Olive,Summer,15,Monthly
PR3320,Shorts,Clothing,M,Indigo,Summer,17,Every 3 Months
PR3321,Blouse,Clothing,XL,Silver,Fall,45,Every 3 Months
PR3322,Coat,Outerwear,S,Charcoal,Winter,3,Annually
PR3323,Sweater,Clothing,XL,Orange,Winter,43,Weekly
PR3324,Handbag,Accessories,M,Yellow,Winter,4,Monthly
PR3325,T-shirt,Clothing,S,Red,Fall,41,Weekly
PR3326,Sandals,Footwear,M,Maroon,Fall,16,Monthly
PR3327,Gloves,Accessories,M,Magenta,Summer,10,Annually
PR3328,Shorts,Clothing,M,Black,Spring,2,Quarterly
PR3329,Sandals,Footwear,M,Violet,Spring,11,Bi-Weekly
PR3330,Backpack,Accessories,M,Gray,Winter,1,Bi-Weekly
PR3331,Sneakers,Footwear,M,Black,Spring,41,Quarterly
PR3332,Sunglasses,Accessories,M,Pink,Summer,39,Quarterly
PR3333,T-shirt,Clothing,M,Silver,Summer,1,Bi-Weekly
PR3334,Jeans,Clothing,M,Violet,Spring,3,Monthly
PR3335,Shirt,Clothing,M,Beige,Summer,21,Annually
PR3336,Hat,Accessories,XL,Cyan,Winter,48,Quarterly
PR3337,Blouse,Clothing,M,Brown,Fall,24,Annually
PR3338,Jacket,Outerwear,L,Blue,Winter,45,Bi-Weekly
PR3339,Skirt,Clothing,L,White,Winter,46,Monthly
PR3340,Gloves,Accessories,M,Cyan,Fall,35,Fortnightly
PR3341,T-shirt,Clothing,XL,Maroon,Fall,47,Fortnightly
PR3342,Jacket,Outerwear,XL,Olive,Summer,35,Monthly
PR3343,Jacket,Outerwear,M,Violet,Spring,45,Weekly
PR3344,Shorts,Clothing,XL,Green,Winter,6,Bi-Weekly
PR3345,Hat,Accessories,XL,Magenta,Fall,20,Annually
PR3346,Handbag,Accessories,M,Turquoise,Summer,3,Bi-Weekly
PR3347,Jeans,Clothing,M,Black,Summer,30,Quarterly
PR3348,Shoes,Footwear,XL,Cyan,Summer,28,Bi-Weekly
PR3349,T-shirt,Clothing,L,Gray,Winter,15,Every 3 Months
PR3350,Jewelry,Accessories,M,Red,Fall,29,Quarterly
PR3351,Handbag,Accessories,S,Olive,Fall,15,Bi-Weekly
PR3352,Shirt,Clothing,L,Cyan,Spring,18,Fortnightly
PR3353,Belt,Accessories,M,Teal,Summer,7,Bi-Weekly
PR3354,Dress,Clothing,L,Teal,Fall,19,Every 3 Months
PR3355,Skirt,Clothing,M,Orange,Fall,15,Weekly
PR3356,Blouse,Clothing,M,Peach,Spring,3,Bi-Weekly
PR3357,Jeans,Clothing,M,Silver,Summer,13,Bi-Weekly
PR3358,Hoodie,Clothing,M,Pink,Winter,37,Monthly
PR3359,T-shirt,Clothing,M,Magenta,Fall,26,Annually
PR3360,Sunglasses,Accessories,L,Red,Fall,29,Monthly
PR3361,Jacket,Outerwear,M,Maroon,Spring,47,Every 3 Months
PR3362,Shoes,Footwear,M,Silver,Spring,47,Bi-Weekly
PR3363,Handbag,Accessories,M,Gray,Summer,48,Fortnightly
PR3364,Sweater,Clothing,M,Turquoise,Winter,46,Bi-Weekly
PR3365,Scarf,Accessories,M,Peach,Fall,7,Monthly
PR3366,Skirt,Clothing,L,Teal,Fall,45,Every 3 Months
PR3367,Gloves,Accessories,M,Red,Spring,47,Quarterly
PR3368,T-shirt,Clothing,M,Blue,Summer,6,Fortnightly
PR3369,Sandals,Footwear,M,Blue,Spring,29,Every 3 Months
PR3370,Sweater,Clothing,M,Indigo,Winter,42,Monthly
PR3371,Belt,Accessories,M,Charcoal,Summer,46,Fortnightly
PR3372,Hoodie,Clothing,S,Turquoise,Winter,28,Annually
PR3373,Socks,Clothing,M,Maroon,Winter,14,Every 3 Months
PR3374,Sandals,Footwear,M,Purple,Spring,12,Every 3 Months
PR3375,Blouse,Clothing,S,Lavender,Spring,41,Annually
PR3376,Boots,Footwear,XL,Yellow,Fall,8,Annually
PR3377,Hat,Accessories,M,Green,Winter,24,Quarterly
PR3378,Shirt,Clothing,M,Yellow,Winter,18,Fortnightly
PR3379,Shorts,Clothing,L,Gold,Fall,6,Quarterly
PR3380,Handbag,Accessories,L,Turquoise,Summer,40,Weekly
PR3381,Dress,Clothing,L,Blue,Summer,6,Every 3 Months
PR3382,Hat,Accessories,L,Turquoise,Winter,27,Quarterly
PR3383,Sweater,Clothing,M,Maroon,Spring,2,Weekly
PR3384,Coat,Outerwear,M,Pink,Fall,39,Bi-Weekly
PR3385,Hoodie,Clothing,L,Maroon,Summer,9,Quarterly
PR3386,Jewelry,Accessories,M,Olive,Winter,16,Every 3 Months
PR3387,T-shirt,Clothing,M,Lavender,Fall,36,Quarterly
PR3388,Pants,Clothing,S,Pink,Spring,2,Bi-Weekly
PR3389,Sweater,Clothing,M,Cyan,Spring,21,Weekly
PR3390,Pants,Clothing,L,Maroon,Fall,39,Annually
PR3391,Socks,Clothing,S,Red,Summer,38,Annually
PR3392,Hoodie,Clothing,M,Silver,Fall,6,Every 3 Months
PR3393,Scarf,Accessories,XL,Blue,Winter,6,Bi-Weekly
PR3394,Dress,Clothing,M,Gold,Fall,50,Monthly
PR3395,Sandals,Footwear,S,Yellow,Spring,9,Annually
PR3396,Dress,Clothing,M,Silver,Winter,15,Every 3 Months
PR3397,Pants,Clothing,XL,Black,Winter,5,Quarterly
PR3398,Blouse,Clothing,L,Yellow,Summer,13,Bi-Weekly
PR3399,Jeans,Clothing,L,Pink,Winter,44,Fortnightly
PR3400,Pants,Clothing,XL,Yellow,Winter,36,Annually
PR3401,Sunglasses,Accessories,M,Lavender,Fall,18,Fortnightly
PR3402,Backpack,Accessories,L,Peach,Winter,39,Weekly
PR3403,Hoodie,Clothing,M,Black,Spring,11,Every 3 Months
PR3404,Boots,Footwear,M,Olive,Summer,1,Bi-Weekly
PR3405,Gloves,Accessories,L,Olive,Fall,34,Annually
PR3406,Blouse,Clothing,M,White,Summer,47,Bi-Weekly
PR3407,Sweater,Clothing,M,Red,Spring,24,Quarterly
PR3408,Dress,Clothing,S,Purple,Spring,20,Quarterly
PR3409,Socks,Clothing,L,Purple,Summer,11,Annually
PR3410,Shirt,Clothing,M,Teal,Summer,3,Every 3 Months
PR3411,Sandals,Footwear,L,Teal,Summer,38,Bi-Weekly
PR3412,Shoes,Footwear,L,Gray,Winter,45,Weekly
PR3413,Sandals,Footwear,M,Magenta,Fall,31,Quarterly
PR3414,Gloves,Accessories,XL,Black,Winter,16,Bi-Weekly
PR3415,Boots,Footwear,M,Maroon,Spring,3,Quarterly
PR3416,Blouse,Clothing,M,Gold,Fall,15,Annually
PR3417,Sandals,Footwear,M,Purple,Spring,11,Every 3 Months
PR3418,Coat,Outerwear,M,Blue,Summer,22,Fortnightly
PR3419,Jacket,Outerwear,M,Beige,Summer,35,Annually
PR3420,Jewelry,Accessories,L,Indigo,Winter,5,Bi-Weekly
PR3421,Hat,Accessories,M,Purple,Winter,35,Bi-Weekly
PR3422,Shoes,Footwear,M,Maroon,Summer,27,Weekly
PR3423,Coat,Outerwear,L,Beige,Winter,9,Monthly
PR3424,Boots,Footwear,M,Brown,Spring,21,Bi-Weekly
PR3425,Scarf,Accessories,L,Green,Summer,23,Monthly
PR3426,Hat,Accessories,M,Blue,Summer,3,Bi-Weekly
PR3427,Socks,Clothing,XL,Magenta,Fall,31,Annually
PR3428,T-shirt,Clothing,XL,Turquoise,Winter,44,Annually
PR3429,Jewelry,Accessories,M,Gray,Fall,20,Monthly
PR3430,Skirt,Clothing,S,Purple,Winter,34,Weekly
PR3431,Socks,Clothing,M,Lavender,Winter,17,Every 3 Months
PR3432,Belt,Accessories,S,Green,Summer,20,Annually
PR3433,Boots,Footwear,M,Gray,Summer,46,Every 3 Months
PR3434,Socks,Clothing,M,Yellow,Spring,28,Annually
PR3435,Pants,Clothing,S,Orange,Summer,6,Fortnightly
PR3436,Socks,Clothing,M,Beige,Summer,50,Bi-Weekly
PR3437,Belt,Accessories,L,Peach,Winter,41,Monthly
PR3438,Jacket,Outerwear,S,Green,Winter,50,Annually
PR3439,Shirt,Clothing,M,Violet,Fall,33,Monthly
PR3440,Gloves,Accessories,M,Gray,Summer,25,Quarterly
PR3441,Handbag,Accessories,L,Magenta,Fall,2,Weekly
PR3442,Sweater,Clothing,XL,Charcoal,Fall,15,Annually
PR3443,Skirt,Clothing,M,Violet,Spring,12,Weekly
PR3444,Dress,Clothing,L,Silver,Summer,28,Bi-Weekly
PR3445,Pants,Clothing,S,Green,Summer,12,Bi-Weekly
PR3446,Hat,Accessories,M,Magenta,Fall,3,Annually
PR3447,Boots,Footwear,S,Purple,Spring,20,Weekly
PR3448,Sandals,Footwear,M,Blue,Fall,3,Bi-Weekly
PR3449,Coat,Outerwear,S,Yellow,Winter,32,Fortnightly
PR3450,Blouse,Clothing,M,Brown,Spring,35,Monthly
PR3451,Shorts,Clothing,M,Pink,Spring,31,Monthly
PR3452,Blouse,Clothing,XL,Silver,Fall,13,Annually
