Trans_ID,Purchase Amount (USD),Location,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Product_ID,Customer ID
TR2937,34,Washington,Debit Card,Express,No,No,PayPal,PR2937,Cu2937
TR2938,39,West Virginia,Debit Card,2-Day Shipping,No,No,Credit Card,PR2938,Cu2938
TR2939,53,Maine,Cash,Standard,No,No,Cash,PR2939,Cu2939
TR2940,46,Kentucky,PayPal,Express,No,No,Venmo,PR2940,Cu2940
TR2941,85,Massachusetts,Venmo,Next Day Air,No,No,Cash,PR2941,Cu2941
TR2942,86,Pennsylvania,Bank Transfer,Free Shipping,No,No,PayPal,PR2942,Cu2942
TR2943,63,Hawaii,Cash,Free Shipping,No,No,Bank Transfer,PR2943,Cu2943
TR2944,44,Virginia,Debit Card,Standard,No,No,Credit Card,PR2944,Cu2944
TR2945,95,New York,Cash,Free Shipping,No,No,Venmo,PR2945,Cu2945
TR2946,49,Delaware,Venmo,Free Shipping,No,No,Credit Card,PR2946,Cu2946
TR2947,77,Hawaii,Credit Card,Free Shipping,No,No,Bank Transfer,PR2947,Cu2947
TR2948,63,Nebraska,Venmo,Standard,No,No,Venmo,PR2948,Cu2948
TR2949,83,Vermont,Credit Card,Standard,No,No,Debit Card,PR2949,Cu2949
TR2950,93,Iowa,Credit Card,Store Pickup,No,No,PayPal,PR2950,Cu2950
TR2951,91,Iowa,Bank Transfer,2-Day Shipping,No,No,Debit Card,PR2951,Cu2951
TR2952,99,Arkansas,Credit Card,Free Shipping,No,No,Cash,PR2952,Cu2952
TR2953,24,Alabama,PayPal,Next Day Air,No,No,Debit Card,PR2953,Cu2953
TR2954,82,Maryland,PayPal,Next Day Air,No,No,Credit Card,PR2954,Cu2954
TR2955,28,South Dakota,PayPal,Express,No,No,Credit Card,PR2955,Cu2955
TR2956,67,Vermont,Venmo,Free Shipping,No,No,Credit Card,PR2956,Cu2956
TR2957,88,Montana,PayPal,Standard,No,No,Venmo,PR2957,Cu2957
TR2958,70,South Dakota,Cash,Standard,No,No,Cash,PR2958,Cu2958
TR2959,100,Ohio,Venmo,Standard,No,No,PayPal,PR2959,Cu2959
TR2960,28,Texas,PayPal,Free Shipping,No,No,PayPal,PR2960,Cu2960
TR2961,48,Indiana,Venmo,Standard,No,No,Credit Card,PR2961,Cu2961
TR2962,43,New Hampshire,Credit Card,Free Shipping,No,No,Debit Card,PR2962,Cu2962
TR2963,40,California,PayPal,Express,No,No,Credit Card,PR2963,Cu2963
TR2964,97,Maine,Debit Card,Free Shipping,No,No,Credit Card,PR2964,Cu2964
TR2965,25,Ohio,Credit Card,2-Day Shipping,No,No,Venmo,PR2965,Cu2965
TR2966,45,Delaware,Bank Transfer,Standard,No,No,PayPal,PR2966,Cu2966
TR2967,49,Oklahoma,Cash,Store Pickup,No,No,Debit Card,PR2967,Cu2967
TR2968,36,Indiana,Cash,Free Shipping,No,No,Venmo,PR2968,Cu2968
TR2969,48,South Carolina,Cash,Express,No,No,Cash,PR2969,Cu2969
TR2970,62,Vermont,Bank Transfer,Next Day Air,No,No,Cash,PR2970,Cu2970
TR2971,74,Kansas,Bank Transfer,Free Shipping,No,No,Credit Card,PR2971,Cu2971
TR2972,100,Utah,Credit Card,Next Day Air,No,No,PayPal,PR2972,Cu2972
TR2973,39,New York,Venmo,Free Shipping,No,No,Venmo,PR2973,Cu2973
TR2974,65,Indiana,PayPal,Store Pickup,No,No,Bank Transfer,PR2974,Cu2974
TR2975,99,Tennessee,Cash,Store Pickup,No,No,Credit Card,PR2975,Cu2975
TR2976,68,Georgia,PayPal,2-Day Shipping,No,No,Cash,PR2976,Cu2976
TR2977,97,Nebraska,Debit Card,Express,No,No,Cash,PR2977,Cu2977
TR2978,47,Washington,PayPal,Standard,No,No,Venmo,PR2978,Cu2978
TR2979,56,Idaho,Credit Card,Free Shipping,No,No,Bank Transfer,PR2979,Cu2979
TR2980,91,Louisiana,PayPal,Next Day Air,No,No,PayPal,PR2980,Cu2980
TR2981,93,New Jersey,Cash,2-Day Shipping,No,No,Bank Transfer,PR2981,Cu2981
TR2982,36,Delaware,PayPal,Standard,No,No,Venmo,PR2982,Cu2982
TR2983,45,Wisconsin,Venmo,Store Pickup,No,No,Credit Card,PR2983,Cu2983
TR2984,44,West Virginia,Venmo,2-Day Shipping,No,No,Credit Card,PR2984,Cu2984
TR2985,32,Texas,PayPal,2-Day Shipping,No,No,Debit Card,PR2985,Cu2985
TR2986,36,Hawaii,Venmo,Express,No,No,Cash,PR2986,Cu2986
TR2987,85,Arizona,Credit Card,2-Day Shipping,No,No,Credit Card,PR2987,Cu2987
TR2988,36,Louisiana,Debit Card,Store Pickup,No,No,Cash,PR2988,Cu2988
TR2989,55,Nevada,Debit Card,2-Day Shipping,No,No,Debit Card,PR2989,Cu2989
TR2990,20,Rhode Island,Cash,2-Day Shipping,No,No,Credit Card,PR2990,Cu2990
TR2991,91,Illinois,Venmo,Free Shipping,No,No,Venmo,PR2991,Cu2991
TR2992,71,Utah,PayPal,Standard,No,No,PayPal,PR2992,Cu2992
TR2993,64,North Dakota,Bank Transfer,Store Pickup,No,No,Venmo,PR2993,Cu2993
TR2994,21,Kansas,Bank Transfer,Free Shipping,No,No,Cash,PR2994,Cu2994
TR2995,100,Nevada,Cash,Store Pickup,No,No,Bank Transfer,PR2995,Cu2995
TR2996,96,Virginia,Venmo,Standard,No,No,Debit Card,PR2996,Cu2996
TR2997,91,Utah,Credit Card,Express,No,No,Venmo,PR2997,Cu2997
TR2998,40,Idaho,Venmo,Next Day Air,No,No,Venmo,PR2998,Cu2998
TR2999,53,Alaska,Venmo,Express,No,No,Debit Card,PR2999,Cu2999
TR3000,48,New Hampshire,Bank Transfer,Standard,No,No,Cash,PR3000,Cu3000
TR3001,70,Ohio,Cash,Express,No,No,PayPal,PR3001,Cu3001
TR3002,29,Montana,Credit Card,Express,No,No,Credit Card,PR3002,Cu3002
TR3003,29,Louisiana,Cash,Next Day Air,No,No,Bank Transfer,PR3003,Cu3003
TR3004,53,Oregon,Venmo,Express,No,No,Credit Card,PR3004,Cu3004
TR3005,79,Arizona,Venmo,Store Pickup,No,No,Venmo,PR3005,Cu3005
TR3006,65,Alaska,Bank Transfer,Express,No,No,Venmo,PR3006,Cu3006
TR3007,99,Utah,Venmo,Store Pickup,No,No,Venmo,PR3007,Cu3007
TR3008,60,New York,Debit Card,Next Day Air,No,No,Venmo,PR3008,Cu3008
TR3009,86,New Mexico,Cash,Free Shipping,No,No,PayPal,PR3009,Cu3009
TR3010,73,Louisiana,Venmo,Free Shipping,No,No,Venmo,PR3010,Cu3010
TR3011,45,Ohio,Bank Transfer,Free Shipping,No,No,Credit Card,PR3011,Cu3011
TR3012,70,Nevada,Bank Transfer,Next Day Air,No,No,Credit Card,PR3012,Cu3012
TR3013,65,Idaho,Credit Card,Standard,No,No,PayPal,PR3013,Cu3013
TR3014,55,Arizona,Debit Card,Store Pickup,No,No,Cash,PR3014,Cu3014
TR3015,65,Utah,Credit Card,Express,No,No,PayPal,PR3015,Cu3015
TR3016,21,Wyoming,Venmo,Express,No,No,Bank Transfer,PR3016,Cu3016
TR3017,26,Indiana,Credit Card,Store Pickup,No,No,Bank Transfer,PR3017,Cu3017
TR3018,71,Wisconsin,Bank Transfer,Next Day Air,No,No,Cash,PR3018,Cu3018
TR3019,41,Texas,Debit Card,Free Shipping,No,No,Debit Card,PR3019,Cu3019
TR3020,44,Utah,Venmo,2-Day Shipping,No,No,PayPal,PR3020,Cu3020
TR3021,81,Arkansas,Bank Transfer,Store Pickup,No,No,Venmo,PR3021,Cu3021
TR3022,77,Pennsylvania,Debit Card,2-Day Shipping,No,No,Cash,PR3022,Cu3022
TR3023,26,Georgia,Debit Card,Free Shipping,No,No,PayPal,PR3023,Cu3023
TR3024,31,Indiana,PayPal,Express,No,No,PayPal,PR3024,Cu3024
TR3025,82,Idaho,Credit Card,Free Shipping,No,No,Credit Card,PR3025,Cu3025
TR3026,60,Montana,Debit Card,Store Pickup,No,No,PayPal,PR3026,Cu3026
TR3027,70,Tennessee,Venmo,Free Shipping,No,No,Credit Card,PR3027,Cu3027
TR3028,26,West Virginia,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR3028,Cu3028
TR3029,100,California,PayPal,Free Shipping,No,No,PayPal,PR3029,Cu3029
TR3030,82,Georgia,Bank Transfer,Free Shipping,No,No,Debit Card,PR3030,Cu3030
TR3031,24,Maryland,PayPal,2-Day Shipping,No,No,Credit Card,PR3031,Cu3031
TR3032,74,Idaho,PayPal,2-Day Shipping,No,No,Credit Card,PR3032,Cu3032
TR3033,58,California,Debit Card,Next Day Air,No,No,Credit Card,PR3033,Cu3033
TR3034,56,Alabama,PayPal,Store Pickup,No,No,PayPal,PR3034,Cu3034
TR3035,37,Utah,PayPal,2-Day Shipping,No,No,Credit Card,PR3035,Cu3035
TR3036,64,Kentucky,Bank Transfer,Free Shipping,No,No,Cash,PR3036,Cu3036
TR3037,58,Vermont,PayPal,Next Day Air,No,No,Venmo,PR3037,Cu3037
TR3038,44,Iowa,Debit Card,Next Day Air,No,No,Cash,PR3038,Cu3038
TR3039,39,Georgia,Bank Transfer,Free Shipping,No,No,Debit Card,PR3039,Cu3039
TR3040,48,Alabama,Bank Transfer,Next Day Air,No,No,PayPal,PR3040,Cu3040
TR3041,32,Nebraska,PayPal,Express,No,No,Cash,PR3041,Cu3041
TR3042,79,Rhode Island,Credit Card,Express,No,No,PayPal,PR3042,Cu3042
TR3043,27,South Dakota,Credit Card,Next Day Air,No,No,PayPal,PR3043,Cu3043
TR3044,98,Illinois,Debit Card,Store Pickup,No,No,Credit Card,PR3044,Cu3044
TR3045,67,North Carolina,PayPal,Free Shipping,No,No,Bank Transfer,PR3045,Cu3045
TR3046,37,Florida,Debit Card,2-Day Shipping,No,No,PayPal,PR3046,Cu3046
TR3047,49,Pennsylvania,Bank Transfer,Store Pickup,No,No,Cash,PR3047,Cu3047
TR3048,74,Vermont,Cash,2-Day Shipping,No,No,PayPal,PR3048,Cu3048
TR3049,93,Colorado,PayPal,Standard,No,No,Venmo,PR3049,Cu3049
TR3050,60,Utah,Debit Card,Next Day Air,No,No,Bank Transfer,PR3050,Cu3050
TR3051,76,Kentucky,Cash,Standard,No,No,Venmo,PR3051,Cu3051
TR3052,64,Wyoming,Venmo,Express,No,No,Debit Card,PR3052,Cu3052
TR3053,38,Maine,Credit Card,Store Pickup,No,No,Bank Transfer,PR3053,Cu3053
TR3054,91,Maine,Credit Card,Next Day Air,No,No,Bank Transfer,PR3054,Cu3054
TR3055,70,New Hampshire,Cash,2-Day Shipping,No,No,Venmo,PR3055,Cu3055
TR3056,22,Kansas,Bank Transfer,Standard,No,No,Debit Card,PR3056,Cu3056
TR3057,59,New Jersey,Credit Card,Standard,No,No,Cash,PR3057,Cu3057
TR3058,22,North Carolina,PayPal,Next Day Air,No,No,Bank Transfer,PR3058,Cu3058
TR3059,74,West Virginia,Venmo,Store Pickup,No,No,Bank Transfer,PR3059,Cu3059
TR3060,71,Kentucky,PayPal,Express,No,No,Credit Card,PR3060,Cu3060
TR3061,80,California,Credit Card,Store Pickup,No,No,Venmo,PR3061,Cu3061
TR3062,59,South Dakota,Debit Card,Express,No,No,PayPal,PR3062,Cu3062
TR3063,96,California,Bank Transfer,Standard,No,No,PayPal,PR3063,Cu3063
TR3064,43,Connecticut,Debit Card,Store Pickup,No,No,Credit Card,PR3064,Cu3064
TR3065,76,Idaho,Debit Card,Express,No,No,Bank Transfer,PR3065,Cu3065
TR3066,59,North Dakota,Debit Card,Store Pickup,No,No,Venmo,PR3066,Cu3066
TR3067,48,Michigan,Cash,Free Shipping,No,No,Venmo,PR3067,Cu3067
TR3068,22,Missouri,Bank Transfer,Free Shipping,No,No,Cash,PR3068,Cu3068
TR3069,40,California,Bank Transfer,Express,No,No,Debit Card,PR3069,Cu3069
TR3070,73,Delaware,Venmo,Express,No,No,Debit Card,PR3070,Cu3070
TR3071,26,Alabama,Debit Card,Free Shipping,No,No,PayPal,PR3071,Cu3071
TR3072,41,New Hampshire,Debit Card,Next Day Air,No,No,PayPal,PR3072,Cu3072
TR3073,98,New York,Venmo,Standard,No,No,PayPal,PR3073,Cu3073
TR3074,63,Oregon,PayPal,Free Shipping,No,No,Debit Card,PR3074,Cu3074
TR3075,55,Massachusetts,Bank Transfer,Next Day Air,No,No,Debit Card,PR3075,Cu3075
TR3076,90,Utah,Credit Card,Standard,No,No,PayPal,PR3076,Cu3076
TR3077,46,New Hampshire,Credit Card,Express,No,No,Venmo,PR3077,Cu3077
TR3078,88,Illinois,Venmo,Store Pickup,No,No,Debit Card,PR3078,Cu3078
TR3079,95,Alaska,Bank Transfer,2-Day Shipping,No,No,Bank Transfer,PR3079,Cu3079
TR3080,31,Wyoming,Credit Card,Store Pickup,No,No,Bank Transfer,PR3080,Cu3080
TR3081,42,Colorado,PayPal,Next Day Air,No,No,Cash,PR3081,Cu3081
TR3082,44,Vermont,Debit Card,Next Day Air,No,No,Credit Card,PR3082,Cu3082
TR3083,99,Utah,Venmo,Next Day Air,No,No,Bank Transfer,PR3083,Cu3083
TR3084,20,Illinois,Venmo,Store Pickup,No,No,PayPal,PR3084,Cu3084
TR3085,37,Idaho,Bank Transfer,Store Pickup,No,No,PayPal,PR3085,Cu3085
TR3086,50,Nevada,Credit Card,Store Pickup,No,No,Venmo,PR3086,Cu3086
TR3087,73,Utah,Debit Card,Next Day Air,No,No,Venmo,PR3087,Cu3087
TR3088,84,North Carolina,Cash,Free Shipping,No,No,Bank Transfer,PR3088,Cu3088
TR3089,64,Arkansas,PayPal,Store Pickup,No,No,Bank Transfer,PR3089,Cu3089
TR3090,21,North Carolina,Debit Card,Free Shipping,No,No,Cash,PR3090,Cu3090
TR3091,36,Texas,PayPal,Store Pickup,No,No,Bank Transfer,PR3091,Cu3091
TR3092,81,Nevada,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR3092,Cu3092
TR3093,54,Utah,Cash,Next Day Air,No,No,Bank Transfer,PR3093,Cu3093
TR3094,63,Pennsylvania,Bank Transfer,Store Pickup,No,No,Cash,PR3094,Cu3094
TR3095,59,Georgia,Bank Transfer,Store Pickup,No,No,Cash,PR3095,Cu3095
TR3096,53,Minnesota,Cash,Standard,No,No,Venmo,PR3096,Cu3096
TR3097,63,Kansas,PayPal,Next Day Air,No,No,Bank Transfer,PR3097,Cu3097
TR3098,33,Delaware,Debit Card,Free Shipping,No,No,Bank Transfer,PR3098,Cu3098
TR3099,64,New Mexico,Bank Transfer,Next Day Air,No,No,Bank Transfer,PR3099,Cu3099
TR3100,98,Michigan,Venmo,Free Shipping,No,No,Bank Transfer,PR3100,Cu3100
TR3101,85,Vermont,Venmo,Express,No,No,Bank Transfer,PR3101,Cu3101
TR3102,82,Idaho,PayPal,Express,No,No,PayPal,PR3102,Cu3102
TR3103,85,South Dakota,Bank Transfer,Standard,No,No,Cash,PR3103,Cu3103
TR3104,37,Illinois,PayPal,2-Day Shipping,No,No,Bank Transfer,PR3104,Cu3104
TR3105,56,Georgia,PayPal,2-Day Shipping,No,No,Debit Card,PR3105,Cu3105
TR3106,33,Oregon,Debit Card,Express,No,No,Debit Card,PR3106,Cu3106
TR3107,57,Alabama,Venmo,Next Day Air,No,No,PayPal,PR3107,Cu3107
TR3108,31,Hawaii,Debit Card,Standard,No,No,Credit Card,PR3108,Cu3108
TR3109,69,Oregon,Bank Transfer,2-Day Shipping,No,No,PayPal,PR3109,Cu3109
TR3110,92,Illinois,Credit Card,Free Shipping,No,No,Bank Transfer,PR3110,Cu3110
TR3111,46,Texas,Bank Transfer,Next Day Air,No,No,Bank Transfer,PR3111,Cu3111
TR3112,81,Kansas,PayPal,Free Shipping,No,No,Debit Card,PR3112,Cu3112
TR3113,97,Texas,Cash,Express,No,No,Venmo,PR3113,Cu3113
TR3114,93,Nebraska,PayPal,Express,No,No,Debit Card,PR3114,Cu3114
TR3115,56,Arkansas,Venmo,Store Pickup,No,No,Venmo,PR3115,Cu3115
TR3116,53,South Dakota,PayPal,Free Shipping,No,No,Bank Transfer,PR3116,Cu3116
TR3117,66,Montana,Debit Card,Store Pickup,No,No,Venmo,PR3117,Cu3117
TR3118,50,Florida,Credit Card,Free Shipping,No,No,PayPal,PR3118,Cu3118
TR3119,97,Virginia,Venmo,Standard,No,No,Debit Card,PR3119,Cu3119
TR3120,79,Louisiana,Cash,2-Day Shipping,No,No,Credit Card,PR3120,Cu3120
TR3121,76,Louisiana,Venmo,Store Pickup,No,No,Debit Card,PR3121,Cu3121
TR3122,38,Louisiana,Credit Card,Standard,No,No,Venmo,PR3122,Cu3122
TR3123,45,Georgia,Debit Card,Express,No,No,Credit Card,PR3123,Cu3123
TR3124,77,Iowa,PayPal,Next Day Air,No,No,Venmo,PR3124,Cu3124
TR3125,51,California,Venmo,Standard,No,No,Cash,PR3125,Cu3125
TR3126,26,Oregon,Venmo,Standard,No,No,Cash,PR3126,Cu3126
TR3127,76,Maine,PayPal,Store Pickup,No,No,Bank Transfer,PR3127,Cu3127
TR3128,94,Louisiana,Credit Card,Free Shipping,No,No,Credit Card,PR3128,Cu3128
TR3129,32,Arkansas,PayPal,Standard,No,No,Cash,PR3129,Cu3129
TR3130,20,Maryland,PayPal,Express,No,No,Venmo,PR3130,Cu3130
TR3131,20,Vermont,PayPal,Store Pickup,No,No,Venmo,PR3131,Cu3131
TR3132,59,North Dakota,Cash,Store Pickup,No,No,Bank Transfer,PR3132,Cu3132
TR3133,97,Michigan,Cash,Express,No,No,Cash,PR3133,Cu3133
TR3134,68,Arkansas,Credit Card,Next Day Air,No,No,Cash,PR3134,Cu3134
TR3135,66,Kentucky,Venmo,Store Pickup,No,No,Bank Transfer,PR3135,Cu3135
TR3136,85,Indiana,Bank Transfer,Free Shipping,No,No,Venmo,PR3136,Cu3136
TR3137,32,Minnesota,Bank Transfer,Next Day Air,No,No,Cash,PR3137,Cu3137
TR3138,44,Louisiana,Cash,2-Day Shipping,No,No,Bank Transfer,PR3138,Cu3138
TR3139,95,Kentucky,Venmo,Next Day Air,No,No,Cash,PR3139,Cu3139
TR3140,85,Georgia,Venmo,Next Day Air,No,No,Venmo,PR3140,Cu3140
TR3141,44,Alaska,Debit Card,Free Shipping,No,No,Bank Transfer,PR3141,Cu3141
TR3142,30,Mississippi,Venmo,Express,No,No,Credit Card,PR3142,Cu3142
TR3143,21,Kansas,PayPal,2-Day Shipping,No,No,Venmo,PR3143,Cu3143
TR3144,22,Arizona,Debit Card,Store Pickup,No,No,Cash,PR3144,Cu3144
TR3145,70,Maine,Bank Transfer,Free Shipping,No,No,Debit Card,PR3145,Cu3145
TR3146,29,Texas,Debit Card,Standard,No,No,PayPal,PR3146,Cu3146
TR3147,83,Virginia,Bank Transfer,Free Shipping,No,No,PayPal,PR3147,Cu3147
TR3148,99,North Dakota,Cash,Express,No,No,Credit Card,PR3148,Cu3148
TR3149,35,West Virginia,Credit Card,Free Shipping,No,No,Venmo,PR3149,Cu3149
TR3150,40,North Carolina,Debit Card,Free Shipping,No,No,Venmo,PR3150,Cu3150
TR3151,25,Georgia,Venmo,Express,No,No,Bank Transfer,PR3151,Cu3151
TR3152,64,New Mexico,Cash,2-Day Shipping,No,No,Bank Transfer,PR3152,Cu3152
TR3153,90,North Carolina,Venmo,Store Pickup,No,No,PayPal,PR3153,Cu3153
TR3154,88,Alabama,Bank Transfer,Next Day Air,No,No,Venmo,PR3154,Cu3154
TR3155,55,Connecticut,Venmo,Standard,No,No,Cash,PR3155,Cu3155
TR3156,90,Montana,PayPal,Free Shipping,No,No,Cash,PR3156,Cu3156
TR3157,50,Montana,Cash,2-Day Shipping,No,No,Cash,PR3157,Cu3157
TR3158,34,Maine,Bank Transfer,Store Pickup,No,No,Debit Card,PR3158,Cu3158
TR3159,77,Mississippi,PayPal,2-Day Shipping,No,No,Credit Card,PR3159,Cu3159
TR3160,89,Louisiana,PayPal,Store Pickup,No,No,Bank Transfer,PR3160,Cu3160
TR3161,87,Nebraska,Debit Card,Next Day Air,No,No,Cash,PR3161,Cu3161
TR3162,77,Massachusetts,Cash,2-Day Shipping,No,No,Cash,PR3162,Cu3162
TR3163,85,Wisconsin,Credit Card,Standard,No,No,Bank Transfer,PR3163,Cu3163
TR3164,66,Nebraska,Bank Transfer,Express,No,No,Cash,PR3164,Cu3164
TR3165,32,Arizona,Cash,Standard,No,No,Credit Card,PR3165,Cu3165
TR3166,92,Hawaii,PayPal,Store Pickup,No,No,Bank Transfer,PR3166,Cu3166
TR3167,80,Georgia,Debit Card,Next Day Air,No,No,Bank Transfer,PR3167,Cu3167
TR3168,78,Oregon,Venmo,2-Day Shipping,No,No,Cash,PR3168,Cu3168
TR3169,24,Montana,Bank Transfer,2-Day Shipping,No,No,PayPal,PR3169,Cu3169
TR3170,59,Georgia,Venmo,Free Shipping,No,No,Venmo,PR3170,Cu3170
TR3171,41,Rhode Island,Debit Card,Express,No,No,Credit Card,PR3171,Cu3171
TR3172,26,Tennessee,Credit Card,Express,No,No,Bank Transfer,PR3172,Cu3172
TR3173,52,Missouri,Venmo,Standard,No,No,Debit Card,PR3173,Cu3173
TR3174,46,Washington,Cash,Next Day Air,No,No,PayPal,PR3174,Cu3174
TR3175,52,Oklahoma,PayPal,Store Pickup,No,No,PayPal,PR3175,Cu3175
TR3176,42,Connecticut,Debit Card,Store Pickup,No,No,Debit Card,PR3176,Cu3176
TR3177,37,Arkansas,Cash,2-Day Shipping,No,No,Credit Card,PR3177,Cu3177
TR3178,52,Missouri,Credit Card,Standard,No,No,Credit Card,PR3178,Cu3178
TR3179,34,Washington,Cash,Free Shipping,No,No,Credit Card,PR3179,Cu3179
TR3180,88,Idaho,Debit Card,Free Shipping,No,No,Debit Card,PR3180,Cu3180
TR3181,88,Montana,Cash,Standard,No,No,PayPal,PR3181,Cu3181
TR3182,51,Montana,Cash,Free Shipping,No,No,PayPal,PR3182,Cu3182
TR3183,97,Georgia,PayPal,Free Shipping,No,No,Credit Card,PR3183,Cu3183
TR3184,56,Mississippi,Debit Card,Standard,No,No,Cash,PR3184,Cu3184
TR3185,53,Hawaii,Credit Card,2-Day Shipping,No,No,Venmo,PR3185,Cu3185
TR3186,71,Ohio,Credit Card,Express,No,No,PayPal,PR3186,Cu3186
TR3187,93,Virginia,PayPal,Store Pickup,No,No,Venmo,PR3187,Cu3187
TR3188,72,Texas,Credit Card,Free Shipping,No,No,Debit Card,PR3188,Cu3188
TR3189,59,Vermont,Venmo,Standard,No,No,Bank Transfer,PR3189,Cu3189
TR3190,87,Kansas,PayPal,Store Pickup,No,No,PayPal,PR3190,Cu3190
TR3191,78,California,Bank Transfer,Free Shipping,No,No,Credit Card,PR3191,Cu3191
TR3192,68,Mississippi,Bank Transfer,Store Pickup,No,No,Credit Card,PR3192,Cu3192
TR3193,76,Iowa,Credit Card,Free Shipping,No,No,Cash,PR3193,Cu3193
TR3194,99,Virginia,PayPal,Express,No,No,Credit Card,PR3194,Cu3194
TR3195,52,Maryland,Debit Card,Standard,No,No,Credit Card,PR3195,Cu3195
TR3196,58,Missouri,Debit Card,Next Day Air,No,No,Credit Card,PR3196,Cu3196
TR3197,59,Wisconsin,Debit Card,Express,No,No,Debit Card,PR3197,Cu3197
TR3198,71,Maine,Bank Transfer,Free Shipping,No,No,Credit Card,PR3198,Cu3198
TR3199,94,Pennsylvania,Cash,Free Shipping,No,No,Debit Card,PR3199,Cu3199
TR3200,40,Maine,PayPal,Express,No,No,PayPal,PR3200,Cu3200
TR3201,24,Missouri,PayPal,Free Shipping,No,No,Credit Card,PR3201,Cu3201
TR3202,38,Vermont,Credit Card,2-Day Shipping,No,No,Cash,PR3202,Cu3202
TR3203,37,Wisconsin,Bank Transfer,Standard,No,No,Venmo,PR3203,Cu3203
TR3204,29,New Jersey,Cash,Express,No,No,Venmo,PR3204,Cu3204
TR3205,92,New Mexico,Credit Card,Free Shipping,No,No,Debit Card,PR3205,Cu3205
TR3206,24,Colorado,Debit Card,2-Day Shipping,No,No,Bank Transfer,PR3206,Cu3206
TR3207,52,California,Debit Card,Free Shipping,No,No,PayPal,PR3207,Cu3207
TR3208,29,Arizona,Debit Card,Next Day Air,No,No,PayPal,PR3208,Cu3208
TR3209,30,Indiana,PayPal,2-Day Shipping,No,No,PayPal,PR3209,Cu3209
TR3210,31,Arkansas,Bank Transfer,Standard,No,No,Debit Card,PR3210,Cu3210
TR3211,67,Nevada,Debit Card,Express,No,No,Venmo,PR3211,Cu3211
TR3212,65,Rhode Island,Credit Card,Standard,No,No,Cash,PR3212,Cu3212
TR3213,22,Wyoming,Bank Transfer,2-Day Shipping,No,No,Debit Card,PR3213,Cu3213
TR3214,56,Texas,Venmo,Standard,No,No,Credit Card,PR3214,Cu3214
TR3215,78,Washington,Bank Transfer,Free Shipping,No,No,Debit Card,PR3215,Cu3215
TR3216,90,Rhode Island,Bank Transfer,Free Shipping,No,No,PayPal,PR3216,Cu3216
TR3217,85,Illinois,Debit Card,Next Day Air,No,No,Cash,PR3217,Cu3217
TR3218,58,Oregon,PayPal,Express,No,No,Venmo,PR3218,Cu3218
TR3219,34,Florida,Venmo,Express,No,No,PayPal,PR3219,Cu3219
TR3220,40,Kansas,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR3220,Cu3220
TR3221,29,North Dakota,PayPal,Free Shipping,No,No,Cash,PR3221,Cu3221
TR3222,76,New Hampshire,Credit Card,Standard,No,No,Cash,PR3222,Cu3222
TR3223,84,Texas,Debit Card,Store Pickup,No,No,PayPal,PR3223,Cu3223
TR3224,65,Montana,PayPal,Standard,No,No,Venmo,PR3224,Cu3224
TR3225,80,Delaware,Cash,Free Shipping,No,No,PayPal,PR3225,Cu3225
TR3226,98,New Hampshire,Credit Card,Store Pickup,No,No,Credit Card,PR3226,Cu3226
TR3227,71,Minnesota,Debit Card,Next Day Air,No,No,Bank Transfer,PR3227,Cu3227
TR3228,69,Alaska,Credit Card,Free Shipping,No,No,Debit Card,PR3228,Cu3228
TR3229,95,Connecticut,Credit Card,2-Day Shipping,No,No,PayPal,PR3229,Cu3229
TR3230,67,Connecticut,Debit Card,Express,No,No,Cash,PR3230,Cu3230
TR3231,49,Kansas,Venmo,Next Day Air,No,No,Debit Card,PR3231,Cu3231
TR3232,97,Nevada,PayPal,Free Shipping,No,No,Credit Card,PR3232,Cu3232
TR3233,34,Massachusetts,PayPal,Next Day Air,No,No,Bank Transfer,PR3233,Cu3233
TR3234,74,Indiana,Credit Card,Express,No,No,Debit Card,PR3234,Cu3234
TR3235,96,Washington,Bank Transfer,2-Day Shipping,No,No,Debit Card,PR3235,Cu3235
TR3236,68,Kansas,Venmo,Free Shipping,No,No,Venmo,PR3236,Cu3236
TR3237,84,South Carolina,Venmo,Next Day Air,No,No,Cash,PR3237,Cu3237
TR3238,57,Vermont,Bank Transfer,Express,No,No,Cash,PR3238,Cu3238
TR3239,84,Wyoming,PayPal,2-Day Shipping,No,No,Cash,PR3239,Cu3239
TR3240,32,Colorado,Credit Card,2-Day Shipping,No,No,Cash,PR3240,Cu3240
TR3241,37,West Virginia,Credit Card,2-Day Shipping,No,No,Bank Transfer,PR3241,Cu3241
TR3242,58,Connecticut,Credit Card,Store Pickup,No,No,PayPal,PR3242,Cu3242
TR3243,74,Oregon,Cash,Express,No,No,Venmo,PR3243,Cu3243
TR3244,99,Idaho,Venmo,Store Pickup,No,No,Bank Transfer,PR3244,Cu3244
TR3245,81,Arkansas,Bank Transfer,Express,No,No,Credit Card,PR3245,Cu3245
TR3246,76,Kansas,PayPal,Next Day Air,No,No,Cash,PR3246,Cu3246
TR3247,98,Michigan,Venmo,Store Pickup,No,No,Cash,PR3247,Cu3247
